"","nc","delta1","delta2","pow","ess"
"593",25,0.18,0.18,1,40.9539470605737
"594",25,0.18,0.2,0.9,36.9369834458291
"595",25,0.2,0,1,49.9998473861186
"596",25,0.2,0.02,1,49.9994623499314
"597",25,0.2,0.04,1,49.9893244138168
"598",25,0.2,0.06,1,49.9287341885315
"599",25,0.2,0.08,1,49.7275930578045
"600",25,0.2,0.1,1,49.2429743240792
"601",25,0.2,0.12,1,48.2895911697094
"602",25,0.2,0.14,1,46.671627836131
"603",25,0.2,0.16,1,44.2388900774208
"604",25,0.2,0.18,1,40.9539470605737
"605",25,0.2,0.2,1,36.9369834458291
"606",30,0,0,0.8,49.9997324372054
"607",30,0,0.02,1,49.999093702372
"608",30,0,0.04,1,49.9795256482886
"609",30,0,0.06,1,49.8688134519841
"610",30,0,0.08,0.9,49.5245294074348
"611",30,0,0.1,0.3,48.7432767179266
"612",30,0,0.12,0,47.2936629048304
"613",30,0,0.14,0.2,44.9805046983799
"614",30,0,0.16,0.4,41.7288382756376
"615",30,0,0.18,0.7,37.6474590080064
"616",30,0,0.2,0.6,33.0234784081251
"617",30,0.02,0,0.2,49.9997324372054
"618",30,0.02,0.02,0.8,49.999093702372
"619",30,0.02,0.04,0.8,49.9795256482886
"620",30,0.02,0.06,0.9,49.8688134519841
"621",30,0.02,0.08,1,49.5245294074348
"622",30,0.02,0.1,1,48.7432767179266
"623",30,0.02,0.12,0.8,47.2936629048304
"624",30,0.02,0.14,0.3,44.9805046983799
"625",30,0.02,0.16,0.1,41.7288382756376
"626",30,0.02,0.18,0.1,37.6474590080064
"627",30,0.02,0.2,0.1,33.0234784081251
"628",30,0.04,0,0.8,49.9997324372054
"629",30,0.04,0.02,0.2,49.999093702372
"630",30,0.04,0.04,0.1,49.9795256482886
"631",30,0.04,0.06,0.9,49.8688134519841
"632",30,0.04,0.08,1,49.5245294074348
"633",30,0.04,0.1,0.9,48.7432767179266
"634",30,0.04,0.12,1,47.2936629048304
"635",30,0.04,0.14,0.9,44.9805046983799
"636",30,0.04,0.16,0.7,41.7288382756376
"637",30,0.04,0.18,0.5,37.6474590080064
"638",30,0.04,0.2,0.3,33.0234784081251
"639",30,0.06,0,1,49.9997324372054
"640",30,0.06,0.02,1,49.999093702372
"641",30,0.06,0.04,0.5,49.9795256482886
"642",30,0.06,0.06,0,49.8688134519841
"643",30,0.06,0.08,0.5,49.5245294074348
"644",30,0.06,0.1,1,48.7432767179266
"645",30,0.06,0.12,1,47.2936629048304
"646",30,0.06,0.14,0.8,44.9805046983799
"647",30,0.06,0.16,0.9,41.7288382756376
"648",30,0.06,0.18,0.9,37.6474590080064
"649",30,0.06,0.2,0.9,33.0234784081251
"650",30,0.08,0,1,49.9997324372054
"651",30,0.08,0.02,0.8,49.999093702372
"652",30,0.08,0.04,1,49.9795256482886
"653",30,0.08,0.06,0.8,49.8688134519841
"654",30,0.08,0.08,0.2,49.5245294074348
"655",30,0.08,0.1,0.1,48.7432767179266
"656",30,0.08,0.12,0.5,47.2936629048304
"657",30,0.08,0.14,0.9,44.9805046983799
"658",30,0.08,0.16,1,41.7288382756376
"659",30,0.08,0.18,1,37.6474590080064
"660",30,0.08,0.2,0.9,33.0234784081251
"661",30,0.1,0,1,49.9997324372054
"662",30,0.1,0.02,1,49.999093702372
"663",30,0.1,0.04,1,49.9795256482886
"664",30,0.1,0.06,0.9,49.8688134519841
"665",30,0.1,0.08,0.9,49.5245294074348
"666",30,0.1,0.1,0.8,48.7432767179266
"667",30,0.1,0.12,0,47.2936629048304
"668",30,0.1,0.14,0.1,44.9805046983799
"669",30,0.1,0.16,0.1,41.7288382756376
"670",30,0.1,0.18,0.6,37.6474590080064
"671",30,0.1,0.2,0.6,33.0234784081251
"672",30,0.12,0,1,49.9997324372054
"673",30,0.12,0.02,1,49.999093702372
"674",30,0.12,0.04,0.9,49.9795256482886
"675",30,0.12,0.06,1,49.8688134519841
"676",30,0.12,0.08,1,49.5245294074348
"677",30,0.12,0.1,1,48.7432767179266
"678",30,0.12,0.12,1,47.2936629048304
"679",30,0.12,0.14,0.6,44.9805046983799
"680",30,0.12,0.16,0,41.7288382756376
"681",30,0.12,0.18,0,37.6474590080064
"682",30,0.12,0.2,0.2,33.0234784081251
"683",30,0.14,0,1,49.9997324372054
"684",30,0.14,0.02,1,49.999093702372
"685",30,0.14,0.04,1,49.9795256482886
"686",30,0.14,0.06,1,49.8688134519841
"687",30,0.14,0.08,1,49.5245294074348
"688",30,0.14,0.1,1,48.7432767179266
"689",30,0.14,0.12,1,47.2936629048304
"690",30,0.14,0.14,0.9,44.9805046983799
"691",30,0.14,0.16,0.8,41.7288382756376
"692",30,0.14,0.18,0.5,37.6474590080064
"693",30,0.14,0.2,0.3,33.0234784081251
"694",30,0.16,0,1,49.9997324372054
"695",30,0.16,0.02,1,49.999093702372
"696",30,0.16,0.04,1,49.9795256482886
"697",30,0.16,0.06,1,49.8688134519841
"698",30,0.16,0.08,1,49.5245294074348
"699",30,0.16,0.1,1,48.7432767179266
"700",30,0.16,0.12,0.9,47.2936629048304
"701",30,0.16,0.14,1,44.9805046983799
"702",30,0.16,0.16,0.9,41.7288382756376
"703",30,0.16,0.18,1,37.6474590080064
"704",30,0.16,0.2,1,33.0234784081251
"705",30,0.18,0,1,49.9997324372054
"706",30,0.18,0.02,1,49.999093702372
"707",30,0.18,0.04,1,49.9795256482886
"708",30,0.18,0.06,1,49.8688134519841
"709",30,0.18,0.08,1,49.5245294074348
"710",30,0.18,0.1,1,48.7432767179266
"711",30,0.18,0.12,1,47.2936629048304
"712",30,0.18,0.14,0.8,44.9805046983799
"713",30,0.18,0.16,1,41.7288382756376
"714",30,0.18,0.18,1,37.6474590080064
"715",30,0.18,0.2,1,33.0234784081251
"716",30,0.2,0,1,49.9997324372054
"717",30,0.2,0.02,1,49.999093702372
"718",30,0.2,0.04,1,49.9795256482886
"719",30,0.2,0.06,1,49.8688134519841
"720",30,0.2,0.08,1,49.5245294074348
"721",30,0.2,0.1,1,48.7432767179266
"722",30,0.2,0.12,1,47.2936629048304
"723",30,0.2,0.14,1,44.9805046983799
"724",30,0.2,0.16,1,41.7288382756376
"725",30,0.2,0.18,0.9,37.6474590080064
"726",30,0.2,0.2,0.8,33.0234784081251
"727",35,0,0,0.9,49.9993280579503
"728",35,0,0.02,0.9,49.999078849296
"729",35,0,0.04,0.9,49.9749892191532
"730",35,0,0.06,0.8,49.8352410986019
"731",35,0,0.08,1,49.4027531137429
"732",35,0,0.1,0.4,48.4349149356756
"733",35,0,0.12,0.1,46.6747018938895
"734",35,0,0.14,0,43.9385677773016
"735",35,0,0.16,0.3,40.2146742567945
"736",35,0,0.18,0.5,35.7114856144544
"737",35,0,0.2,0.5,30.8084621437141
"738",35,0.02,0,0.2,49.9993280579503
"739",35,0.02,0.02,0.9,49.999078849296
"740",35,0.02,0.04,0.9,49.9749892191532
"741",35,0.02,0.06,0.9,49.8352410986019
"742",35,0.02,0.08,1,49.4027531137429
"743",35,0.02,0.1,1,48.4349149356756
"744",35,0.02,0.12,0.8,46.6747018938895
"745",35,0.02,0.14,0.6,43.9385677773016
"746",35,0.02,0.16,0.2,40.2146742567945
"747",35,0.02,0.18,0.1,35.7114856144544
"748",35,0.02,0.2,0.2,30.8084621437141
"749",35,0.04,0,0.8,49.9993280579503
"750",35,0.04,0.02,0.3,49.999078849296
"751",35,0.04,0.04,0.2,49.9749892191532
"752",35,0.04,0.06,1,49.8352410986019
"753",35,0.04,0.08,1,49.4027531137429
"754",35,0.04,0.1,1,48.4349149356756
"755",35,0.04,0.12,0.9,46.6747018938895
"756",35,0.04,0.14,1,43.9385677773016
"757",35,0.04,0.16,0.8,40.2146742567945
"758",35,0.04,0.18,0.6,35.7114856144544
"759",35,0.04,0.2,0.8,30.8084621437141
"760",35,0.06,0,1,49.9993280579503
"761",35,0.06,0.02,1,49.999078849296
"762",35,0.06,0.04,0.6,49.9749892191532
"763",35,0.06,0.06,0,49.8352410986019
"764",35,0.06,0.08,0.3,49.4027531137429
"765",35,0.06,0.1,0.9,48.4349149356756
"766",35,0.06,0.12,1,46.6747018938895
"767",35,0.06,0.14,0.9,43.9385677773016
"768",35,0.06,0.16,0.9,40.2146742567945
"769",35,0.06,0.18,0.8,35.7114856144544
"770",35,0.06,0.2,0.8,30.8084621437141
"771",35,0.08,0,1,49.9993280579503
"772",35,0.08,0.02,0.7,49.999078849296
"773",35,0.08,0.04,1,49.9749892191532
"774",35,0.08,0.06,1,49.8352410986019
"775",35,0.08,0.08,0.5,49.4027531137429
"776",35,0.08,0.1,0,48.4349149356756
"777",35,0.08,0.12,0.2,46.6747018938895
"778",35,0.08,0.14,0.6,43.9385677773016
"779",35,0.08,0.16,0.8,40.2146742567945
"780",35,0.08,0.18,0.7,35.7114856144544
"781",35,0.08,0.2,0.7,30.8084621437141
"782",35,0.1,0,1,49.9993280579503
"783",35,0.1,0.02,1,49.999078849296
"784",35,0.1,0.04,1,49.9749892191532
"785",35,0.1,0.06,1,49.8352410986019
"786",35,0.1,0.08,1,49.4027531137429
"787",35,0.1,0.1,0.9,48.4349149356756
"788",35,0.1,0.12,0.3,46.6747018938895
"789",35,0.1,0.14,0,43.9385677773016
"790",35,0.1,0.16,0.1,40.2146742567945
"791",35,0.1,0.18,0.4,35.7114856144544
"792",35,0.1,0.2,0.4,30.8084621437141
"793",35,0.12,0,1,49.9993280579503
"794",35,0.12,0.02,0.9,49.999078849296
"795",35,0.12,0.04,0.9,49.9749892191532
"796",35,0.12,0.06,1,49.8352410986019
"797",35,0.12,0.08,0.9,49.4027531137429
"798",35,0.12,0.1,1,48.4349149356756
"799",35,0.12,0.12,1,46.6747018938895
"800",35,0.12,0.14,0.7,43.9385677773016
"801",35,0.12,0.16,0.4,40.2146742567945
"802",35,0.12,0.18,0.1,35.7114856144544
"803",35,0.12,0.2,0.3,30.8084621437141
"804",35,0.14,0,1,49.9993280579503
"805",35,0.14,0.02,1,49.999078849296
"806",35,0.14,0.04,0.9,49.9749892191532
"807",35,0.14,0.06,0.9,49.8352410986019
"808",35,0.14,0.08,1,49.4027531137429
"809",35,0.14,0.1,1,48.4349149356756
"810",35,0.14,0.12,1,46.6747018938895
"811",35,0.14,0.14,1,43.9385677773016
"812",35,0.14,0.16,1,40.2146742567945
"813",35,0.14,0.18,0.9,35.7114856144544
"814",35,0.14,0.2,0.7,30.8084621437141
"815",35,0.16,0,1,49.9993280579503
"816",35,0.16,0.02,0.9,49.999078849296
"817",35,0.16,0.04,0.9,49.9749892191532
"818",35,0.16,0.06,0.9,49.8352410986019
"819",35,0.16,0.08,1,49.4027531137429
"820",35,0.16,0.1,1,48.4349149356756
"821",35,0.16,0.12,0.9,46.6747018938895
"822",35,0.16,0.14,0.9,43.9385677773016
"823",35,0.16,0.16,0.8,40.2146742567945
"824",35,0.16,0.18,0.9,35.7114856144544
"825",35,0.16,0.2,0.9,30.8084621437141
"826",35,0.18,0,1,49.9993280579503
"827",35,0.18,0.02,1,49.999078849296
"828",35,0.18,0.04,1,49.9749892191532
"829",35,0.18,0.06,1,49.8352410986019
"830",35,0.18,0.08,1,49.4027531137429
"831",35,0.18,0.1,1,48.4349149356756
"832",35,0.18,0.12,0.9,46.6747018938895
"833",35,0.18,0.14,0.9,43.9385677773016
"834",35,0.18,0.16,1,40.2146742567945
"835",35,0.18,0.18,1,35.7114856144544
"836",35,0.18,0.2,1,30.8084621437141
"837",35,0.2,0,1,49.9993280579503
"838",35,0.2,0.02,1,49.999078849296
"839",35,0.2,0.04,1,49.9749892191532
"840",35,0.2,0.06,1,49.8352410986019
"841",35,0.2,0.08,1,49.4027531137429
"842",35,0.2,0.1,1,48.4349149356756
"843",35,0.2,0.12,1,46.6747018938895
"844",35,0.2,0.14,1,43.9385677773016
"845",35,0.2,0.16,1,40.2146742567945
"846",35,0.2,0.18,1,35.7114856144544
"847",35,0.2,0.2,1,30.8084621437141
