"","nc","delta1","delta2","pow","ess"
"304",15,0.1,0.12,0.3,49.5206740101191
"305",15,0.1,0.14,0.9,48.9603948696501
"306",15,0.1,0.16,1,47.9913300451648
"307",15,0.1,0.18,1,46.4673190262653
"308",15,0.1,0.2,0.7,44.2682474663085
"309",15,0.12,0,1,49.9999703849703
"310",15,0.12,0.02,1,49.9999103196186
"311",15,0.12,0.04,1,49.9980783611083
"312",15,0.12,0.06,1,49.9858200801184
"313",15,0.12,0.08,1,49.9390424965179
"314",15,0.12,0.1,0.8,49.8099860782873
"315",15,0.12,0.12,0,49.5206740101191
"316",15,0.12,0.14,0.3,48.9603948696501
"317",15,0.12,0.16,0.9,47.9913300451648
"318",15,0.12,0.18,0.8,46.4673190262653
"319",15,0.12,0.2,1,44.2682474663085
"320",15,0.14,0,1,49.9999703849703
"321",15,0.14,0.02,1,49.9999103196186
"322",15,0.14,0.04,1,49.9980783611083
"323",15,0.14,0.06,0.9,49.9858200801184
"324",15,0.14,0.08,1,49.9390424965179
"325",15,0.14,0.1,0.9,49.8099860782873
"326",15,0.14,0.12,1,49.5206740101191
"327",15,0.14,0.14,0.4,48.9603948696501
"328",15,0.14,0.16,0.1,47.9913300451648
"329",15,0.14,0.18,0.4,46.4673190262653
"330",15,0.14,0.2,0.9,44.2682474663085
"331",15,0.16,0,1,49.9999703849703
"332",15,0.16,0.02,1,49.9999103196186
"333",15,0.16,0.04,1,49.9980783611083
"334",15,0.16,0.06,1,49.9858200801184
"335",15,0.16,0.08,1,49.9390424965179
"336",15,0.16,0.1,1,49.8099860782873
"337",15,0.16,0.12,0.9,49.5206740101191
"338",15,0.16,0.14,1,48.9603948696501
"339",15,0.16,0.16,0.8,47.9913300451648
"340",15,0.16,0.18,0,46.4673190262653
"341",15,0.16,0.2,0.1,44.2682474663085
"342",15,0.18,0,1,49.9999703849703
"343",15,0.18,0.02,1,49.9999103196186
"344",15,0.18,0.04,1,49.9980783611083
"345",15,0.18,0.06,0.9,49.9858200801184
"346",15,0.18,0.08,1,49.9390424965179
"347",15,0.18,0.1,1,49.8099860782873
"348",15,0.18,0.12,1,49.5206740101191
"349",15,0.18,0.14,1,48.9603948696501
"350",15,0.18,0.16,1,47.9913300451648
"351",15,0.18,0.18,0.9,46.4673190262653
"352",15,0.18,0.2,0.2,44.2682474663085
"353",15,0.2,0,1,49.9999703849703
"354",15,0.2,0.02,1,49.9999103196186
"355",15,0.2,0.04,0.9,49.9980783611083
"356",15,0.2,0.06,1,49.9858200801184
"357",15,0.2,0.08,0.9,49.9390424965179
"358",15,0.2,0.1,1,49.8099860782873
"359",15,0.2,0.12,1,49.5206740101191
"360",15,0.2,0.14,1,48.9603948696501
"361",15,0.2,0.16,1,47.9913300451648
"362",15,0.2,0.18,1,46.4673190262653
"363",15,0.2,0.2,0.9,44.2682474663085
"364",20,0,0,0.9,49.999950654992
"365",20,0,0.02,0.9,49.9996185145131
"366",20,0,0.04,0.9,49.9932131566754
"367",20,0,0.06,0.9,49.9553762701348
"368",20,0,0.08,0.9,49.8267276186742
"369",20,0,0.1,0,49.5063161501134
"370",20,0,0.12,0.2,48.8519425272033
"371",20,0,0.14,0.9,47.6937397555049
"372",20,0,0.16,0.9,45.8668292659808
"373",20,0,0.18,1,43.2622972593626
"374",20,0,0.2,1,39.881339087544
"375",20,0.02,0,0.1,49.999950654992
"376",20,0.02,0.02,0.7,49.9996185145131
"377",20,0.02,0.04,0.9,49.9932131566754
"378",20,0.02,0.06,0.9,49.9553762701348
"379",20,0.02,0.08,0.9,49.8267276186742
"380",20,0.02,0.1,0.8,49.5063161501134
"381",20,0.02,0.12,0.2,48.8519425272033
"382",20,0.02,0.14,0,47.6937397555049
"383",20,0.02,0.16,0.6,45.8668292659808
"384",20,0.02,0.18,0.7,43.2622972593626
"385",20,0.02,0.2,1,39.881339087544
"386",20,0.04,0,0.8,49.999950654992
"387",20,0.04,0.02,0.2,49.9996185145131
"388",20,0.04,0.04,0.4,49.9932131566754
"389",20,0.04,0.06,0.9,49.9553762701348
"390",20,0.04,0.08,0.8,49.8267276186742
"391",20,0.04,0.1,0.9,49.5063161501134
"392",20,0.04,0.12,1,48.8519425272033
"393",20,0.04,0.14,0.6,47.6937397555049
"394",20,0.04,0.16,0,45.8668292659808
"395",20,0.04,0.18,0.1,43.2622972593626
"396",20,0.04,0.2,0.5,39.881339087544
"397",20,0.06,0,1,49.999950654992
"398",20,0.06,0.02,1,49.9996185145131
"399",20,0.06,0.04,0.5,49.9932131566754
"400",20,0.06,0.06,0,49.9553762701348
"401",20,0.06,0.08,0.6,49.8267276186742
"402",20,0.06,0.1,1,49.5063161501134
"403",20,0.06,0.12,0.8,48.8519425272033
"404",20,0.06,0.14,0.9,47.6937397555049
"405",20,0.06,0.16,0.9,45.8668292659808
"406",20,0.06,0.18,0.2,43.2622972593626
"407",20,0.06,0.2,0,39.881339087544
"408",20,0.08,0,1,49.999950654992
"409",20,0.08,0.02,1,49.9996185145131
"410",20,0.08,0.04,1,49.9932131566754
"411",20,0.08,0.06,0.6,49.9553762701348
"412",20,0.08,0.08,0,49.8267276186742
"413",20,0.08,0.1,0.4,49.5063161501134
"414",20,0.08,0.12,0.9,48.8519425272033
"415",20,0.08,0.14,0.9,47.6937397555049
"416",20,0.08,0.16,1,45.8668292659808
"417",20,0.08,0.18,1,43.2622972593626
"418",20,0.08,0.2,0.7,39.881339087544
"419",20,0.1,0,1,49.999950654992
"420",20,0.1,0.02,1,49.9996185145131
"421",20,0.1,0.04,1,49.9932131566754
"422",20,0.1,0.06,1,49.9553762701348
"423",20,0.1,0.08,1,49.8267276186742
"424",20,0.1,0.1,0,49.5063161501134
"425",20,0.1,0.12,0,48.8519425272033
"426",20,0.1,0.14,0.8,47.6937397555049
"427",20,0.1,0.16,1,45.8668292659808
"428",20,0.1,0.18,1,43.2622972593626
"429",20,0.1,0.2,0.9,39.881339087544
"430",20,0.12,0,0.8,49.999950654992
"431",20,0.12,0.02,0.9,49.9996185145131
"432",20,0.12,0.04,1,49.9932131566754
"433",20,0.12,0.06,1,49.9553762701348
"434",20,0.12,0.08,0.9,49.8267276186742
"435",20,0.12,0.1,0.9,49.5063161501134
"436",20,0.12,0.12,0.6,48.8519425272033
"437",20,0.12,0.14,0,47.6937397555049
"438",20,0.12,0.16,0.2,45.8668292659808
"439",20,0.12,0.18,0.8,43.2622972593626
"440",20,0.12,0.2,1,39.881339087544
"441",20,0.14,0,1,49.999950654992
"442",20,0.14,0.02,1,49.9996185145131
"443",20,0.14,0.04,0.9,49.9932131566754
"444",20,0.14,0.06,1,49.9553762701348
"445",20,0.14,0.08,1,49.8267276186742
"446",20,0.14,0.1,1,49.5063161501134
"447",20,0.14,0.12,0.8,48.8519425272033
"448",20,0.14,0.14,0.9,47.6937397555049
"449",20,0.14,0.16,0,45.8668292659808
"450",20,0.14,0.18,0,43.2622972593626
"451",20,0.14,0.2,0.1,39.881339087544
"452",20,0.16,0,1,49.999950654992
"453",20,0.16,0.02,0.9,49.9996185145131
"454",20,0.16,0.04,1,49.9932131566754
"455",20,0.16,0.06,1,49.9553762701348
"456",20,0.16,0.08,0.9,49.8267276186742
"457",20,0.16,0.1,1,49.5063161501134
"458",20,0.16,0.12,1,48.8519425272033
"459",20,0.16,0.14,1,47.6937397555049
"460",20,0.16,0.16,1,45.8668292659808
"461",20,0.16,0.18,0.5,43.2622972593626
"462",20,0.16,0.2,0,39.881339087544
"463",20,0.18,0,1,49.999950654992
"464",20,0.18,0.02,1,49.9996185145131
"465",20,0.18,0.04,1,49.9932131566754
"466",20,0.18,0.06,1,49.9553762701348
"467",20,0.18,0.08,1,49.8267276186742
"468",20,0.18,0.1,1,49.5063161501134
"469",20,0.18,0.12,1,48.8519425272033
"470",20,0.18,0.14,1,47.6937397555049
"471",20,0.18,0.16,1,45.8668292659808
"472",20,0.18,0.18,1,43.2622972593626
"473",20,0.18,0.2,0.9,39.881339087544
"474",20,0.2,0,1,49.999950654992
"475",20,0.2,0.02,1,49.9996185145131
"476",20,0.2,0.04,1,49.9932131566754
"477",20,0.2,0.06,1,49.9553762701348
"478",20,0.2,0.08,1,49.8267276186742
"479",20,0.2,0.1,1,49.5063161501134
"480",20,0.2,0.12,1,48.8519425272033
"481",20,0.2,0.14,1,47.6937397555049
"482",20,0.2,0.16,0.9,45.8668292659808
"483",20,0.2,0.18,1,43.2622972593626
"484",20,0.2,0.2,1,39.881339087544
"485",25,0,0,1,49.9998473861186
"486",25,0,0.02,0.8,49.9994623499314
"487",25,0,0.04,1,49.9893244138168
"488",25,0,0.06,1,49.9287341885315
"489",25,0,0.08,0.8,49.7275930578045
"490",25,0,0.1,0.1,49.2429743240792
"491",25,0,0.12,0.1,48.2895911697094
"492",25,0,0.14,0.6,46.671627836131
"493",25,0,0.16,0.8,44.2388900774208
"494",25,0,0.18,0.9,40.9539470605737
"495",25,0,0.2,1,36.9369834458291
"496",25,0.02,0,0.2,49.9998473861186
"497",25,0.02,0.02,0.7,49.9994623499314
"498",25,0.02,0.04,0.9,49.9893244138168
"499",25,0.02,0.06,0.9,49.9287341885315
"500",25,0.02,0.08,1,49.7275930578045
"501",25,0.02,0.1,0.9,49.2429743240792
"502",25,0.02,0.12,0.4,48.2895911697094
"503",25,0.02,0.14,0,46.671627836131
"504",25,0.02,0.16,0.1,44.2388900774208
"505",25,0.02,0.18,0.7,40.9539470605737
"506",25,0.02,0.2,0.7,36.9369834458291
"507",25,0.04,0,0.6,49.9998473861186
"508",25,0.04,0.02,0.1,49.9994623499314
"509",25,0.04,0.04,0.4,49.9893244138168
"510",25,0.04,0.06,0.9,49.9287341885315
"511",25,0.04,0.08,1,49.7275930578045
"512",25,0.04,0.1,0.9,49.2429743240792
"513",25,0.04,0.12,1,48.2895911697094
"514",25,0.04,0.14,0.9,46.671627836131
"515",25,0.04,0.16,0.2,44.2388900774208
"516",25,0.04,0.18,0,40.9539470605737
"517",25,0.04,0.2,0.1,36.9369834458291
"518",25,0.06,0,1,49.9998473861186
"519",25,0.06,0.02,1,49.9994623499314
"520",25,0.06,0.04,0.4,49.9893244138168
"521",25,0.06,0.06,0.1,49.9287341885315
"522",25,0.06,0.08,0.6,49.7275930578045
"523",25,0.06,0.1,0.9,49.2429743240792
"524",25,0.06,0.12,1,48.2895911697094
"525",25,0.06,0.14,0.9,46.671627836131
"526",25,0.06,0.16,1,44.2388900774208
"527",25,0.06,0.18,0.9,40.9539470605737
"528",25,0.06,0.2,0.3,36.9369834458291
"529",25,0.08,0,0.9,49.9998473861186
"530",25,0.08,0.02,1,49.9994623499314
"531",25,0.08,0.04,1,49.9893244138168
"532",25,0.08,0.06,0.9,49.9287341885315
"533",25,0.08,0.08,0,49.7275930578045
"534",25,0.08,0.1,0.2,49.2429743240792
"535",25,0.08,0.12,0.8,48.2895911697094
"536",25,0.08,0.14,1,46.671627836131
"537",25,0.08,0.16,0.9,44.2388900774208
"538",25,0.08,0.18,1,40.9539470605737
"539",25,0.08,0.2,0.6,36.9369834458291
"540",25,0.1,0,1,49.9998473861186
"541",25,0.1,0.02,1,49.9994623499314
"542",25,0.1,0.04,0.9,49.9893244138168
"543",25,0.1,0.06,0.8,49.9287341885315
"544",25,0.1,0.08,1,49.7275930578045
"545",25,0.1,0.1,0.4,49.2429743240792
"546",25,0.1,0.12,0,48.2895911697094
"547",25,0.1,0.14,0.3,46.671627836131
"548",25,0.1,0.16,0.7,44.2388900774208
"549",25,0.1,0.18,1,40.9539470605737
"550",25,0.1,0.2,0.8,36.9369834458291
"551",25,0.12,0,1,49.9998473861186
"552",25,0.12,0.02,1,49.9994623499314
"553",25,0.12,0.04,1,49.9893244138168
"554",25,0.12,0.06,1,49.9287341885315
"555",25,0.12,0.08,0.9,49.7275930578045
"556",25,0.12,0.1,1,49.2429743240792
"557",25,0.12,0.12,0.8,48.2895911697094
"558",25,0.12,0.14,0.1,46.671627836131
"559",25,0.12,0.16,0,44.2388900774208
"560",25,0.12,0.18,0.1,40.9539470605737
"561",25,0.12,0.2,0.4,36.9369834458291
"562",25,0.14,0,1,49.9998473861186
"563",25,0.14,0.02,0.9,49.9994623499314
"564",25,0.14,0.04,0.9,49.9893244138168
"565",25,0.14,0.06,1,49.9287341885315
"566",25,0.14,0.08,1,49.7275930578045
"567",25,0.14,0.1,1,49.2429743240792
"568",25,0.14,0.12,1,48.2895911697094
"569",25,0.14,0.14,1,46.671627836131
"570",25,0.14,0.16,0.4,44.2388900774208
"571",25,0.14,0.18,0.2,40.9539470605737
"572",25,0.14,0.2,0,36.9369834458291
"573",25,0.16,0,1,49.9998473861186
"574",25,0.16,0.02,1,49.9994623499314
"575",25,0.16,0.04,1,49.9893244138168
"576",25,0.16,0.06,1,49.9287341885315
"577",25,0.16,0.08,1,49.7275930578045
"578",25,0.16,0.1,1,49.2429743240792
"579",25,0.16,0.12,1,48.2895911697094
"580",25,0.16,0.14,1,46.671627836131
"581",25,0.16,0.16,1,44.2388900774208
"582",25,0.16,0.18,1,40.9539470605737
"583",25,0.16,0.2,0.5,36.9369834458291
"584",25,0.18,0,1,49.9998473861186
"585",25,0.18,0.02,1,49.9994623499314
"586",25,0.18,0.04,0.9,49.9893244138168
"587",25,0.18,0.06,1,49.9287341885315
"588",25,0.18,0.08,1,49.7275930578045
"589",25,0.18,0.1,1,49.2429743240792
"590",25,0.18,0.12,1,48.2895911697094
"591",25,0.18,0.14,1,46.671627836131
"592",25,0.18,0.16,1,44.2388900774208
