"","delta1","delta2","pow","ess"
"182",-0.2,0.3,1,46.9677539756461
"183",-0.2,0.4,1,37.1791076047234
"184",-0.2,0.5,1,33.470376706723
"185",-0.2,0.6,1,31.8835313290536
"186",-0.2,0.7,1,31.1882917181211
"187",-0.2,0.8,1,30.9932255502627
"188",-0.2,0.9,1,30.673766260049
"189",-0.2,1,1,30.5688950542173
"190",-0.1,-1,1,30.8001196071485
"191",-0.1,-0.9,1,31.2127871187259
"192",-0.1,-0.8,1,32.2525153424314
"193",-0.1,-0.7,1,33.5200291089088
"194",-0.1,-0.6,0.99,37.6962204018047
"195",-0.1,-0.5,0.91,48.0670288228098
"196",-0.1,-0.4,0.82,73.415501052513
"197",-0.1,-0.3,0.99,109.239313268056
"198",-0.1,-0.2,1,125.445189003741
"199",-0.1,-0.1,1,127.560354536037
"200",-0.1,0,1,125.005739113904
"201",-0.1,0.1,1,106.990817905316
"202",-0.1,0.2,1,70.9471199282656
"203",-0.1,0.3,1,46.9677539756461
"204",-0.1,0.4,1,37.1791076047234
"205",-0.1,0.5,1,33.470376706723
"206",-0.1,0.6,1,31.8835313290536
"207",-0.1,0.7,1,31.1882917181211
"208",-0.1,0.8,1,30.9932255502627
"209",-0.1,0.9,1,30.673766260049
"210",-0.1,1,1,30.5688950542173
"211",0,-1,1,30.8001196071485
"212",0,-0.9,0.96,31.2127871187259
"213",0,-0.8,0.94,32.2525153424314
"214",0,-0.7,0.78,33.5200291089088
"215",0,-0.6,0.47,37.6962204018047
"216",0,-0.5,0.13,48.0670288228098
"217",0,-0.4,0.04,73.415501052513
"218",0,-0.3,0.2,109.239313268056
"219",0,-0.2,0.95,125.445189003741
"220",0,-0.1,1,127.560354536037
"221",0,0,1,125.005739113904
"222",0,0.1,1,106.990817905316
"223",0,0.2,1,70.9471199282656
"224",0,0.3,1,46.9677539756461
"225",0,0.4,1,37.1791076047234
"226",0,0.5,1,33.470376706723
"227",0,0.6,1,31.8835313290536
"228",0,0.7,1,31.1882917181211
"229",0,0.8,1,30.9932255502627
"230",0,0.9,1,30.673766260049
"231",0,1,1,30.5688950542173
"232",0.1,-1,0.41,30.8001196071485
"233",0.1,-0.9,0.29,31.2127871187259
"234",0.1,-0.8,0.15,32.2525153424314
"235",0.1,-0.7,0.07,33.5200291089088
"236",0.1,-0.6,0.01,37.6962204018047
"237",0.1,-0.5,0,48.0670288228098
"238",0.1,-0.4,0,73.415501052513
"239",0.1,-0.3,0,109.239313268056
"240",0.1,-0.2,0.05,125.445189003741
"241",0.1,-0.1,0.78,127.560354536037
"242",0.1,0,1,125.005739113904
"243",0.1,0.1,1,106.990817905316
"244",0.1,0.2,1,70.9471199282656
"245",0.1,0.3,1,46.9677539756461
"246",0.1,0.4,0.96,37.1791076047234
"247",0.1,0.5,0.92,33.470376706723
"248",0.1,0.6,0.8,31.8835313290536
"249",0.1,0.7,0.74,31.1882917181211
"250",0.1,0.8,0.73,30.9932255502627
"251",0.1,0.9,0.68,30.673766260049
"252",0.1,1,0.65,30.5688950542173
"253",0.2,-1,0,30.8001196071485
"254",0.2,-0.9,0,31.2127871187259
"255",0.2,-0.8,0,32.2525153424314
"256",0.2,-0.7,0,33.5200291089088
"257",0.2,-0.6,0,37.6962204018047
"258",0.2,-0.5,0,48.0670288228098
"259",0.2,-0.4,0,73.415501052513
"260",0.2,-0.3,0,109.239313268056
"261",0.2,-0.2,0,125.445189003741
"262",0.2,-0.1,0.01,127.560354536037
"263",0.2,0,0.46,125.005739113904
"264",0.2,0.1,0.97,106.990817905316
"265",0.2,0.2,0.95,70.9471199282656
"266",0.2,0.3,0.8,46.9677539756461
"267",0.2,0.4,0.4,37.1791076047234
"268",0.2,0.5,0.13,33.470376706723
"269",0.2,0.6,0.05,31.8835313290536
"270",0.2,0.7,0.03,31.1882917181211
"271",0.2,0.8,0.02,30.9932255502627
"272",0.2,0.9,0.01,30.673766260049
"273",0.2,1,0.01,30.5688950542173
"274",0.3,-1,0,30.8001196071485
"275",0.3,-0.9,0,31.2127871187259
"276",0.3,-0.8,0,32.2525153424314
"277",0.3,-0.7,0,33.5200291089088
"278",0.3,-0.6,0,37.6962204018047
"279",0.3,-0.5,0,48.0670288228098
"280",0.3,-0.4,0,73.415501052513
"281",0.3,-0.3,0,109.239313268056
"282",0.3,-0.2,0,125.445189003741
"283",0.3,-0.1,0,127.560354536037
"284",0.3,0,0,125.005739113904
"285",0.3,0.1,0.11,106.990817905316
"286",0.3,0.2,0.32,70.9471199282656
"287",0.3,0.3,0.11,46.9677539756461
"288",0.3,0.4,0,37.1791076047234
"289",0.3,0.5,0,33.470376706723
"290",0.3,0.6,0,31.8835313290536
"291",0.3,0.7,0,31.1882917181211
"292",0.3,0.8,0,30.9932255502627
"293",0.3,0.9,0,30.673766260049
"294",0.3,1,0,30.5688950542173
"295",0.4,-1,0,30.8001196071485
"296",0.4,-0.9,0,31.2127871187259
"297",0.4,-0.8,0,32.2525153424314
"298",0.4,-0.7,0,33.5200291089088
"299",0.4,-0.6,0,37.6962204018047
"300",0.4,-0.5,0,48.0670288228098
"301",0.4,-0.4,0,73.415501052513
"302",0.4,-0.3,0,109.239313268056
"303",0.4,-0.2,0,125.445189003741
"304",0.4,-0.1,0,127.560354536037
"305",0.4,0,0,125.005739113904
"306",0.4,0.1,0,106.990817905316
"307",0.4,0.2,0,70.9471199282656
"308",0.4,0.3,0,46.9677539756461
"309",0.4,0.4,0,37.1791076047234
"310",0.4,0.5,0,33.470376706723
"311",0.4,0.6,0,31.8835313290536
