"","delta1","delta2","pow","ess"
"333",0.5,0.7,1,820.93178951337
"334",0.5,0.8,1,920.81620306297
"335",0.5,0.9,1,1108.42960391534
"336",0.5,1,1,1310.94354829211
"337",0.6,-1,1,917.284626157734
"338",0.6,-0.9,1,801.196263017568
"339",0.6,-0.8,1,685.847049052955
"340",0.6,-0.7,1,547.82970637908
"341",0.6,-0.6,1,726.03635360136
"342",0.6,-0.5,1,1071.60929637374
"343",0.6,-0.4,1,3632.10148076872
"344",0.6,-0.3,1,6218.09165364884
"345",0.6,-0.2,1,9441.05854596609
"346",0.6,-0.1,1,15115.841787036
"347",0.6,0,1,8817.14662347747
"348",0.6,0.1,1,5303.13928255385
"349",0.6,0.2,1,2504.05703101343
"350",0.6,0.3,1,797.454173968626
"351",0.6,0.4,1,664.885650840877
"352",0.6,0.5,1,608.933720120547
"353",0.6,0.6,1,691.137804977431
"354",0.6,0.7,1,820.93178951337
"355",0.6,0.8,1,920.81620306297
"356",0.6,0.9,1,1108.42960391534
"357",0.6,1,1,1310.94354829211
"358",0.7,-1,1,917.284626157734
"359",0.7,-0.9,1,801.196263017568
"360",0.7,-0.8,1,685.847049052955
"361",0.7,-0.7,1,547.82970637908
"362",0.7,-0.6,1,726.03635360136
"363",0.7,-0.5,1,1071.60929637374
"364",0.7,-0.4,1,3632.10148076872
"365",0.7,-0.3,1,6218.09165364884
"366",0.7,-0.2,1,9441.05854596609
"367",0.7,-0.1,1,15115.841787036
"368",0.7,0,1,8817.14662347747
"369",0.7,0.1,1,5303.13928255385
"370",0.7,0.2,1,2504.05703101343
"371",0.7,0.3,1,797.454173968626
"372",0.7,0.4,1,664.885650840877
"373",0.7,0.5,1,608.933720120547
"374",0.7,0.6,1,691.137804977431
"375",0.7,0.7,1,820.93178951337
"376",0.7,0.8,1,920.81620306297
"377",0.7,0.9,1,1108.42960391534
"378",0.7,1,1,1310.94354829211
"379",0.8,-1,1,917.284626157734
"380",0.8,-0.9,1,801.196263017568
"381",0.8,-0.8,1,685.847049052955
"382",0.8,-0.7,1,547.82970637908
"383",0.8,-0.6,1,726.03635360136
"384",0.8,-0.5,1,1071.60929637374
"385",0.8,-0.4,1,3632.10148076872
"386",0.8,-0.3,1,6218.09165364884
"387",0.8,-0.2,1,9441.05854596609
"388",0.8,-0.1,1,15115.841787036
"389",0.8,0,1,8817.14662347747
"390",0.8,0.1,1,5303.13928255385
"391",0.8,0.2,1,2504.05703101343
"392",0.8,0.3,1,797.454173968626
"393",0.8,0.4,1,664.885650840877
"394",0.8,0.5,1,608.933720120547
"395",0.8,0.6,1,691.137804977431
"396",0.8,0.7,1,820.93178951337
"397",0.8,0.8,1,920.81620306297
"398",0.8,0.9,1,1108.42960391534
"399",0.8,1,1,1310.94354829211
"400",0.9,-1,1,917.284626157734
"401",0.9,-0.9,1,801.196263017568
"402",0.9,-0.8,1,685.847049052955
"403",0.9,-0.7,1,547.82970637908
"404",0.9,-0.6,1,726.03635360136
"405",0.9,-0.5,1,1071.60929637374
"406",0.9,-0.4,1,3632.10148076872
"407",0.9,-0.3,1,6218.09165364884
"408",0.9,-0.2,1,9441.05854596609
"409",0.9,-0.1,1,15115.841787036
"410",0.9,0,1,8817.14662347747
"411",0.9,0.1,1,5303.13928255385
"412",0.9,0.2,1,2504.05703101343
"413",0.9,0.3,1,797.454173968626
"414",0.9,0.4,1,664.885650840877
"415",0.9,0.5,1,608.933720120547
"416",0.9,0.6,1,691.137804977431
"417",0.9,0.7,1,820.93178951337
"418",0.9,0.8,1,920.81620306297
"419",0.9,0.9,1,1108.42960391534
"420",0.9,1,1,1310.94354829211
"421",1,-1,1,917.284626157734
"422",1,-0.9,1,801.196263017568
"423",1,-0.8,1,685.847049052955
"424",1,-0.7,1,547.82970637908
"425",1,-0.6,1,726.03635360136
"426",1,-0.5,1,1071.60929637374
"427",1,-0.4,1,3632.10148076872
"428",1,-0.3,1,6218.09165364884
"429",1,-0.2,1,9441.05854596609
"430",1,-0.1,1,15115.841787036
"431",1,0,1,8817.14662347747
"432",1,0.1,1,5303.13928255385
"433",1,0.2,1,2504.05703101343
"434",1,0.3,1,797.454173968626
"435",1,0.4,1,664.885650840877
"436",1,0.5,1,608.933720120547
"437",1,0.6,1,691.137804977431
"438",1,0.7,1,820.93178951337
"439",1,0.8,1,920.81620306297
"440",1,0.9,1,1108.42960391534
"441",1,1,1,1310.94354829211
