"","delta1","delta2","pow","ess"
"316",0.5,-1,0,29.7864468328625
"317",0.5,-0.9,0,29.612635965032
"318",0.5,-0.8,0,29.6557321418812
"319",0.5,-0.7,0,29.5495659399074
"320",0.5,-0.6,0,29.9017863825452
"321",0.5,-0.5,0,29.6959362104754
"322",0.5,-0.4,0,29.7405534305588
"323",0.5,-0.3,0,29.7671887881948
"324",0.5,-0.2,0,29.4999677039302
"325",0.5,-0.1,0,29.4612463405453
"326",0.5,0,0,29.917781844192
"327",0.5,0.1,0,29.6220946124274
"328",0.5,0.2,0,29.4943902312945
"329",0.5,0.3,0,29.872963454589
"330",0.5,0.4,0,29.7818200387529
"331",0.5,0.5,0,29.5890963222332
"332",0.5,0.6,0,29.7538373092187
"333",0.5,0.7,0,29.7282163779094
"334",0.5,0.8,0,29.8428541169345
"335",0.5,0.9,0,29.8636437136465
"336",0.5,1,0,29.7718772970385
"337",0.6,-1,0,29.7864468328625
"338",0.6,-0.9,0,29.612635965032
"339",0.6,-0.8,0,29.6557321418812
"340",0.6,-0.7,0,29.5495659399074
"341",0.6,-0.6,0,29.9017863825452
"342",0.6,-0.5,0,29.6959362104754
"343",0.6,-0.4,0,29.7405534305588
"344",0.6,-0.3,0,29.7671887881948
"345",0.6,-0.2,0,29.4999677039302
"346",0.6,-0.1,0,29.4612463405453
"347",0.6,0,0,29.917781844192
"348",0.6,0.1,0,29.6220946124274
"349",0.6,0.2,0,29.4943902312945
"350",0.6,0.3,0,29.872963454589
"351",0.6,0.4,0,29.7818200387529
"352",0.6,0.5,0,29.5890963222332
"353",0.6,0.6,0,29.7538373092187
"354",0.6,0.7,0,29.7282163779094
"355",0.6,0.8,0,29.8428541169345
"356",0.6,0.9,0,29.8636437136465
"357",0.6,1,0,29.7718772970385
"358",0.7,-1,0,29.7864468328625
"359",0.7,-0.9,0,29.612635965032
"360",0.7,-0.8,0,29.6557321418812
"361",0.7,-0.7,0,29.5495659399074
"362",0.7,-0.6,0,29.9017863825452
"363",0.7,-0.5,0,29.6959362104754
"364",0.7,-0.4,0,29.7405534305588
"365",0.7,-0.3,0,29.7671887881948
"366",0.7,-0.2,0,29.4999677039302
"367",0.7,-0.1,0,29.4612463405453
"368",0.7,0,0,29.917781844192
"369",0.7,0.1,0,29.6220946124274
"370",0.7,0.2,0,29.4943902312945
"371",0.7,0.3,0,29.872963454589
"372",0.7,0.4,0,29.7818200387529
"373",0.7,0.5,0,29.5890963222332
"374",0.7,0.6,0,29.7538373092187
"375",0.7,0.7,0,29.7282163779094
"376",0.7,0.8,0,29.8428541169345
"377",0.7,0.9,0,29.8636437136465
"378",0.7,1,0,29.7718772970385
"379",0.8,-1,0,29.7864468328625
"380",0.8,-0.9,0,29.612635965032
"381",0.8,-0.8,0,29.6557321418812
"382",0.8,-0.7,0,29.5495659399074
"383",0.8,-0.6,0,29.9017863825452
"384",0.8,-0.5,0,29.6959362104754
"385",0.8,-0.4,0,29.7405534305588
"386",0.8,-0.3,0,29.7671887881948
"387",0.8,-0.2,0,29.4999677039302
"388",0.8,-0.1,0,29.4612463405453
"389",0.8,0,0,29.917781844192
"390",0.8,0.1,0,29.6220946124274
"391",0.8,0.2,0,29.4943902312945
"392",0.8,0.3,0,29.872963454589
"393",0.8,0.4,0,29.7818200387529
"394",0.8,0.5,0,29.5890963222332
"395",0.8,0.6,0,29.7538373092187
"396",0.8,0.7,0,29.7282163779094
"397",0.8,0.8,0,29.8428541169345
"398",0.8,0.9,0,29.8636437136465
"399",0.8,1,0,29.7718772970385
"400",0.9,-1,0,29.7864468328625
"401",0.9,-0.9,0,29.612635965032
"402",0.9,-0.8,0,29.6557321418812
"403",0.9,-0.7,0,29.5495659399074
