"","delta1","delta2","pow","ess"
"362",0.7,-0.6,1,172.24821571986
"363",0.7,-0.5,1,172.24821571986
"364",0.7,-0.4,1,172.24821571986
"365",0.7,-0.3,1,172.24821571986
"366",0.7,-0.2,1,172.24821571986
"367",0.7,-0.1,1,172.24821571986
"368",0.7,0,1,172.24821571986
"369",0.7,0.1,1,172.24821571986
"370",0.7,0.2,1,172.24821571986
"371",0.7,0.3,1,172.24821571986
"372",0.7,0.4,0.9,172.24821571986
"373",0.7,0.5,0.36,172.24821571986
"374",0.7,0.6,0,172.24821571986
"375",0.7,0.7,0,172.24821571986
"376",0.7,0.8,0,172.24821571986
"377",0.7,0.9,0,172.24821571986
"378",0.7,1,0,172.24821571986
"379",0.8,-1,1,172.24821571986
"380",0.8,-0.9,1,172.24821571986
"381",0.8,-0.8,1,172.24821571986
"382",0.8,-0.7,1,172.24821571986
"383",0.8,-0.6,1,172.24821571986
"384",0.8,-0.5,1,172.24821571986
"385",0.8,-0.4,1,172.24821571986
"386",0.8,-0.3,1,172.24821571986
"387",0.8,-0.2,1,172.24821571986
"388",0.8,-0.1,1,172.24821571986
"389",0.8,0,1,172.24821571986
"390",0.8,0.1,1,172.24821571986
"391",0.8,0.2,1,172.24821571986
"392",0.8,0.3,1,172.24821571986
"393",0.8,0.4,1,172.24821571986
"394",0.8,0.5,0.93,172.24821571986
"395",0.8,0.6,0.55,172.24821571986
"396",0.8,0.7,0.03,172.24821571986
"397",0.8,0.8,0,172.24821571986
"398",0.8,0.9,0,172.24821571986
"399",0.8,1,0,172.24821571986
"400",0.9,-1,1,172.24821571986
"401",0.9,-0.9,1,172.24821571986
"402",0.9,-0.8,1,172.24821571986
"403",0.9,-0.7,1,172.24821571986
"404",0.9,-0.6,1,172.24821571986
"405",0.9,-0.5,1,172.24821571986
"406",0.9,-0.4,1,172.24821571986
"407",0.9,-0.3,1,172.24821571986
"408",0.9,-0.2,1,172.24821571986
"409",0.9,-0.1,1,172.24821571986
"410",0.9,0,1,172.24821571986
"411",0.9,0.1,1,172.24821571986
"412",0.9,0.2,1,172.24821571986
"413",0.9,0.3,1,172.24821571986
"414",0.9,0.4,1,172.24821571986
"415",0.9,0.5,1,172.24821571986
"416",0.9,0.6,1,172.24821571986
"417",0.9,0.7,0.67,172.24821571986
"418",0.9,0.8,0.08,172.24821571986
"419",0.9,0.9,0,172.24821571986
"420",0.9,1,0,172.24821571986
"421",1,-1,1,172.24821571986
"422",1,-0.9,1,172.24821571986
"423",1,-0.8,1,172.24821571986
"424",1,-0.7,1,172.24821571986
"425",1,-0.6,1,172.24821571986
"426",1,-0.5,1,172.24821571986
"427",1,-0.4,1,172.24821571986
"428",1,-0.3,1,172.24821571986
"429",1,-0.2,1,172.24821571986
"430",1,-0.1,1,172.24821571986
"431",1,0,1,172.24821571986
"432",1,0.1,1,172.24821571986
"433",1,0.2,1,172.24821571986
"434",1,0.3,1,172.24821571986
"435",1,0.4,1,172.24821571986
"436",1,0.5,1,172.24821571986
"437",1,0.6,1,172.24821571986
"438",1,0.7,1,172.24821571986
"439",1,0.8,0.78,172.24821571986
"440",1,0.9,0.23,172.24821571986
"441",1,1,0,172.24821571986
